,county,PO_NAME,STATE,brewery_count,popDrinking,median_income,purchase_power,land_area_sqmi,brewery_capacity,brewery_density,tot_market_cap,carrying_cap_ratio,share_market_cap,split_market_cap,brewery_per_capita
71,2050,Tununak,AK,0.0,10700.0,38896.07692307692,630.5782325251009,14842.837,0,0.0,6747187.08801858,0.5,3373593,6747187,0.0
72,2060,South Naknek,AK,0.0,730.0,54500.0,569.0176938361025,3642.954,0,0.0,415382.9165003548,0.5,207691,415382,0.0
73,2068,Healy,AK,1.0,1797.0,74523.5,931.62926863662,6395.880000000001,0,0.00015635065073140833,1674137.7957400063,0.5,837068,837068,0.0005564830272676684
74,2070,Togiak,AK,0.0,3197.0,38369.142857142855,488.55193132116244,12030.866999999998,0,0.0,1561900.5244337562,0.5,780950,1561900,0.0
75,2090,Two Rivers,AK,4.0,71099.0,49169.4,394.7057659385436,9239.196,5,0.0004329381041380657,28063185.25246451,1.0,28063185,5612637,5.6259581710009986e-05
76,2100,Haines,AK,1.0,1957.0,70091.0,738.3021665289613,1718.974,0,0.0005817423649223316,1444857.3398971772,0.5,722428,722428,0.000510986203372509
77,2105,Tenakee Springs,AK,1.0,1690.0,62434.166666666664,1019.1419879718056,4762.061,0,0.00020999311012605677,1722349.9596723516,0.5,861174,861174,0.000591715976331361
78,2110,Juneau,AK,3.0,24145.0,83660.0,753.6559701280523,2195.229,2,0.0013666000221389204,18197023.398741823,0.0,0,4549255,0.0001242493269828122
79,2122,Tyonek,AK,7.0,42628.0,51650.142857142855,622.5967215901411,13295.486,2,0.0005264944809087836,26540053.047944535,-2.0,-53080106,3317506,0.00016421131650558318
80,2130,Ward Cove,AK,2.0,10202.0,67321.0,623.5301739477641,4798.539000000001,1,0.00041679352819681153,6361254.834615089,-0.9999999999999996,-6361254,2120418,0.00019603999215840032
81,2150,Port Lions,AK,1.0,9480.0,42242.8,514.8683090414372,4410.612999999999,0,0.0002267258542066602,4880951.569712825,0.5,2440475,2440475,0.00010548523206751055
82,2158,Scammon Bay,AK,0.0,4470.0,36117.833333333336,563.983676083906,1062.0760000000002,0,0.0,2521007.0320950598,0.5,1260503,2521007,0.0
83,2164,Port Heiden,AK,0.0,812.0,44704.916666666664,606.8902736807405,4516.859,0,0.0,492794.9022287613,0.5,246397,492794,0.0
84,2170,Willow,AK,6.0,69768.0,60869.0,535.9006079375736,12143.764,6,0.0004940807479460241,37388713.61458863,0.8333333333333335,31157261,5341244,8.599931200550395e-05
85,2180,White Mountain,AK,0.0,6075.0,43003.28571428572,570.8672727368848,8153.488999999999,0,0.0,3468018.6818765756,0.5,1734009,3468018,0.0
86,2185,Wainwright,AK,0.0,5792.0,59392.0,838.8788673698567,4440.615,0,0.0,4858786.39980621,0.5,2429393,4858786,0.0
87,2188,Shungnak,AK,0.0,4671.0,48844.72727272727,572.7316400374083,11971.826000000001,0,0.0,2675229.490614734,0.5,1337614,2675229,0.0
88,2195,Port Alexander,AK,0.0,2913.0,60538.333333333336,835.4904972700092,2958.162,0,0.0,2433783.8185475366,0.5,1216891,2433783,0.0
89,2201,Thorne Bay,AK,0.0,4199.0,40996.75,600.1719650019409,2670.8129999999996,0,0.0,2520122.08104315,0.5,1260061,2520122,0.0
90,2220,Sitka,AK,1.0,6522.0,70765.0,704.6575677676445,1615.0479999999998,0,0.0006191766436663184,4595776.656980578,0.5,2297888,2297888,0.00015332720024532353
91,2232,Skagway,AK,2.0,879.0,70673.0,705.2887117444119,452.32300000000004,0,0.004421619064252757,619948.777623338,0.5,309974,206649,0.0022753128555176336
92,2240,Tok,AK,0.0,4886.0,40005.166666666664,625.439865286539,15634.499,0,0.0,3055899.1817900296,0.5,1527949,3055899,0.0
93,2261,Whittier,AK,2.0,6836.0,47739.875,558.1011376319888,22668.947999999997,0,8.822641438852833e-05,3815179.3768522753,0.5,1907589,1271726,0.0002925687536571094
94,2280,Wrangell,AK,0.0,1924.0,27871.0,360.4774893043146,2316.643,0,0.0,693558.6894215012,0.5,346779,693558,0.0
95,2282,Yakutat,AK,0.0,485.0,64583.0,719.6544661527792,205.57,0,0.0,349032.4160840979,0.5,174516,349032,0.0
96,2290,Venetie,AK,1.0,3661.0,30559.9,509.0753645076796,51647.962999999996,0,1.9361847823504676e-05,1863724.909462615,0.5,931862,931862,0.0002731494127287626
97,4001,Window Rock,AZ,1.0,66940.0,34439.833333333336,595.2590942511695,10437.718999999997,1,9.580637302077209e-05,39846643.76917329,0.0,0,19923321,1.4938751120406334e-05
98,4003,Willcox,AZ,5.0,97216.0,43302.75,583.509075483869,7924.068,3,0.0006309890324010344,56726418.2822398,0.0,0,9454403,5.143186306780777e-05
99,4005,Winslow,AZ,13.0,112768.0,34400.653846153844,456.6095672855321,16409.001000000004,7,0.0007922481082181662,51490947.68365488,0.0,0,3677924,0.00011528093076049943
100,4007,Young,AZ,1.0,39246.0,39197.0,602.5272258039242,3603.9970000000003,2,0.0002774697093255072,23646783.50390081,1.0,23646783,11823391,2.5480303725220406e-05
101,4009,Willcox,AZ,0.0,32292.0,37142.9,524.1156574216827,4534.1939999999995,1,0.0,16924742.80946098,1.0,16924742,16924742,0.0
102,4011,Morenci,AZ,0.0,6349.0,49582.5,903.7076249776103,2091.104,0,0.0,5737639.710982848,0.5,2868819,5737639,0.0
103,4012,Wenden,AZ,0.0,16113.0,35891.857142857145,596.6434327268578,3147.116,0,0.0,9613715.63152786,0.5,4806857,9613715,0.0
104,4013,Youngtown,AZ,69.0,3049895.0,61859.11510791367,589.4042881650732,8174.595000000001,262,0.008440785139814265,1797621191.453216,0.26717557251908397,480280470,25680302,2.262372966938206e-05
105,4015,Yucca,AZ,7.0,161264.0,34133.625,452.75027260092725,11543.444000000001,12,0.000606404812983023,73012319.96071593,0.6666666666666666,48674879,9126539,4.3407084036114696e-05
106,4017,Woodruff,AZ,2.0,75179.0,34424.92592592593,539.9556749674889,9692.872000000001,2,0.0002063371929393063,40593327.688380845,0.5000000000000002,20296663,13531109,2.6603173758629405e-05
107,4019,Vail,AZ,26.0,756394.0,46915.769230769234,485.0076543461582,9397.62,62,0.00276665794105316,366856879.701508,0.43548387096774194,159760254,13587291,3.437362009746243e-05
108,4021,Winkelman,AZ,3.0,394967.0,52940.833333333336,597.8033427016273,4994.415000000001,31,0.0006006709494505362,236112592.85683364,0.12903225806451613,30466141,59028148,7.595571275574922e-06
109,4023,Tumacacori,AZ,3.0,54743.0,45180.11111111111,519.895130719747,1734.267,4,0.001729837447175089,28460619.140991114,1.0,28460619,7115154,5.480152713588952e-05
110,4025,Yarnell,AZ,16.0,191653.0,41810.709677419356,481.0707069169123,10420.729000000001,8,0.0015354012180913636,92198644.192747,-0.125,-11524830,5423449,8.34842136569738e-05
111,4027,Yuma,AZ,1.0,141946.0,39637.8,525.7769931452747,2734.395,11,0.00036571161079507533,74631941.06899916,0.18181818181818182,13569443,37315970,7.044932579995209e-06
112,5001,Tichnor,AR,0.0,14846.0,30226.333333333332,434.6373150380923,1360.503,0,0.0,6452625.579055519,0.5,3226312,6452625,0.0
113,5003,Wilmot,AR,0.0,20636.0,29317.444444444445,437.567429927111,1478.6330000000003,0,0.0,9029641.483975863,0.5,4514820,9029641,0.0
114,5005,Onia,AR,3.0,36434.0,34483.857142857145,476.0673291820705,741.5409999999999,2,0.004045629304381012,17345037.071419556,0.0,0,4336259,8.234067080199814e-05
115,5007,Sulphur Springs,AR,10.0,250102.0,55797.28571428572,638.2763423900727,1133.7990000000004,17,0.008819905468253187,159634189.78444198,0.6470588235294118,103292711,14512199,3.9983686655844414e-05
116,5009,Yellville,AR,1.0,35067.0,39632.625,495.72023174591783,1088.298,2,0.0009188659723715379,17383421.3666341,1.0,17383421,8691710,2.8516839193543787e-05
117,5011,Wilmar,AR,0.0,10068.0,37420.333333333336,620.9791939468961,933.4259999999999,0,0.0,6252018.52465735,0.5,3126009,6252018,0.0
118,5013,Thornton,AR,0.0,22144.0,33239.0,490.9548612172737,1091.173,1,0.0,10871704.446795309,1.0,10871704,10871704,0.0
119,5015,Omaha,AR,2.0,52318.0,40246.0,597.9291293558456,1561.513,2,0.001280809061467948,31282456.18963913,0.5000000000000002,15641228,10427485,3.8227761000038225e-05
120,5017,Wilmot,AR,0.0,9614.0,28214.0,411.16529612703016,1021.116,0,0.0,3952943.156965268,0.5,1976471,3952943,0.0
121,5019,Whelen Springs,AR,1.0,21939.0,26491.222222222223,402.4432842717516,1286.516,1,0.0007772930923517469,8829203.21363796,0.0,0,4414601,4.558092893933178e-05
122,5021,Success,AR,0.0,12700.0,33938.07142857143,535.8358460325742,803.7440000000001,0,0.0,6805115.244613692,0.5,3402557,6805115,0.0
123,5023,Wilburn,AR,1.0,57699.0,37370.944444444445,502.3672288840301,1357.4160000000002,3,0.0007366938359353359,28986086.73937965,0.6666666666666666,19324057,14493043,1.733132289987695e-05
124,5025,Yorktown,AR,0.0,41582.0,46248.28571428572,700.7556311733595,1335.312,2,0.0,29138820.655450635,0.5,14569410,29138820,0.0
125,5027,Waldo,AR,0.0,20897.0,33716.0,504.9707645611917,1120.291,1,0.0,10552374.067035222,1.0,10552374,10552374,0.0
126,5029,Springfield,AR,0.0,28011.0,39062.26666666667,588.0564712045203,1180.208,0,0.0,16472049.81490982,0.5,8236024,16472049,0.0
127,5031,Weiner,AR,1.0,115699.0,41106.05882352941,551.0598754362679,1657.138,8,0.0006034500445949583,63757076.528100766,0.25,15939269,31878538,8.64311705373426e-06
128,5033,Winslow,AR,0.0,52147.0,34329.083333333336,481.9669227127361,923.861,3,0.0,25133129.11870105,0.3333333333333333,8377709,25133129,0.0
129,5035,West Memphis,AR,0.0,36170.0,32782.90909090909,355.27491703349835,808.6119999999999,2,0.0,12850293.749101635,0.5,6425146,12850293,0.0
130,5037,Vanndale,AR,0.0,17709.0,34274.42857142857,505.41101157939465,1087.0729999999999,0,0.0,8950323.6040595,0.5,4475161,8950323,0.0
131,5039,Sparkman,AR,0.0,19672.0,38166.142857142855,598.2501035075823,1460.694,1,0.0,11768776.036201159,1.0,11768776,11768776,0.0
132,5041,Watson,AR,0.0,12597.0,26918.88888888889,365.0212994277879,1172.776,0,0.0,4598173.308891844,0.5,2299086,4598173,0.0
133,5043,Winchester,AR,0.0,21266.0,33012.5,497.4022282868703,1531.7660000000003,1,0.0,10577755.786748584,1.0,10577755,10577755,0.0
134,5045,Wooster,AR,0.0,168848.0,51917.5,651.4947670435675,1051.806,12,0.0,110003588.4257723,0.08333333333333333,9166965,110003588,0.0
135,5047,Winslow,AR,2.0,28606.0,41649.083333333336,610.4536030216718,1286.436,0,0.001554682860243339,17462635.768037945,0.5,8731317,5820878,6.99154023631406e-05
136,5049,Viola,AR,0.0,19170.0,27246.571428571428,368.4985332309715,931.4510000000001,0,0.0,7064116.882037723,0.5,3532058,7064116,0.0
137,5051,Royal,AR,4.0,100355.0,40774.9,523.7169584847879,1164.3740000000003,7,0.003435322327705702,52557615.368740894,0.7142857142857143,37541153,10511523,3.9858502316775445e-05
138,5053,White Hall,AR,0.0,97699.0,46602.71428571428,626.872604778279,1586.881,7,0.0,61244826.61423308,0.14285714285714285,8749260,61244826,0.0
139,5055,Rector,AR,1.0,80947.0,43500.3,604.7867822128007,972.2520000000001,6,0.001028539925862842,48955675.65977958,0.3333333333333333,16318558,24477837,1.2353762338320136e-05
140,5057,Washington,AR,0.0,32526.0,38925.454545454544,499.05147428705567,1529.5420000000001,1,0.0,16232148.252660772,1.0,16232148,16232148,0.0
141,5059,Traskwood,AR,5.0,103090.0,38837.769230769234,522.2655903199377,1818.471,7,0.002749562682055419,53840359.706082374,0.8571428571428571,46148879,8973393,4.850130953535746e-05
142,5061,Wickes,AR,0.0,12046.0,34807.28571428572,535.4143829170805,742.3030000000001,0,0.0,6449601.656619152,0.5,3224800,6449601,0.0
143,5063,Thida,AR,0.0,47601.0,36972.25,508.335560325146,1477.1290000000004,1,0.0,24197281.007037275,1.0,24197281,24197281,0.0
144,5065,Wiseman,AR,0.0,39992.0,32168.157894736843,484.46444473706947,1492.1569999999997,1,0.0,19374702.07392488,1.0,19374702,19374702,0.0
145,5067,Weiner,AR,0.0,18478.0,32301.272727272728,515.2163489010859,1231.738,0,0.0,9520167.694994265,0.5,4760083,9520167,0.0
146,5069,White Hall,AR,0.0,82397.0,36006.470588235294,493.9244310751785,2203.5009999999997,5,0.0,40697891.34730148,0.2,8139578,40697891,0.0
147,5071,Pettigrew,AR,1.0,28083.0,32841.166666666664,499.39214620225727,1218.6370000000002,1,0.0008205889038327245,14024429.641797991,0.0,0,7012214,3.560873126090518e-05
148,5073,Taylor,AR,0.0,6360.0,34769.6,577.7207752409274,644.517,0,0.0,3674304.1305322982,0.5,1837152,3674304,0.0
149,5075,Williford,AR,0.0,18844.0,39326.0625,616.0681936097005,1026.3180000000002,0,0.0,11609189.040381197,0.5,5804594,11609189,0.0
150,5077,Poplar Grove,AR,0.0,28883.0,33621.63636363636,483.62144581493993,1282.6019999999999,1,0.0,13968438.21947291,1.0,13968438,13968438,0.0
151,5079,Yorktown,AR,0.0,60711.0,34343.625,484.696074467687,1498.0699999999997,4,0.0,29426383.377007745,0.25,7356595,29426383,0.0
152,5081,Winthrop,AR,0.0,9445.0,26388.0,416.5718812246523,518.801,0,0.0,3934521.418166841,0.5,1967260,3934521,0.0
153,5083,Subiaco,AR,2.0,36136.0,35397.857142857145,497.3712355774276,1513.5800000000002,0,0.0013213705255090578,17973006.968825925,0.5,8986503,5991002,5.534646889528448e-05
154,5085,Ward,AR,0.0,95821.0,45515.21428571428,569.7641225790298,1601.682,4,0.0,54595367.98964522,0.25,13648841,54595367,0.0
155,5087,Witter,AR,8.0,73696.0,38825.78571428572,527.9475393467594,1522.705,5,0.005253808190030243,38907621.85969878,0.2,7781524,4323069,0.00010855405992184108
156,5089,Yellville,AR,2.0,60590.0,36003.230769230766,421.5218387350816,1432.5230000000001,4,0.0013961381422846265,25540008.208958592,0.75,19155006,8513336,3.300874731803928e-05
157,5091,Texarkana,TX,1.0,57603.0,40927.8,617.7287369831171,720.183,4,0.0013885359693300175,35583028.43643849,0.5,17791514,17791514,1.736020693366665e-05
158,5093,Wilson,AR,0.0,34266.0,39952.882352941175,501.67397379371806,1011.019,1,0.0,17190360.38601554,1.0,17190360,17190360,0.0
159,5095,Wheatley,AR,0.0,8684.0,29941.444444444445,474.96114288189125,975.149,0,0.0,4124562.564786344,0.5,2062281,4124562,0.0
160,5097,Story,AR,1.0,11993.0,27001.7,417.04827121924956,1043.377,0,0.0009584263406228047,5001659.91673246,0.5,2500829,2500829,8.338197281747686e-05
161,5099,Waldo,AR,0.0,13773.0,34147.0,536.3154905276729,1104.779,0,0.0,7386673.251037639,0.5,3693336,7386673,0.0
162,5101,Western Grove,AR,1.0,32841.0,45028.75,680.9973091728697,1133.453,2,0.0008822597849227097,22364632.630546212,1.0,22364632,11182316,3.0449742699674187e-05
163,5103,Stephens,AR,0.0,25543.0,36950.375,586.0064812916285,1441.8609999999999,1,0.0,14968363.551632065,1.0,14968363,14968363,0.0
164,5105,Roland,AR,0.0,12817.0,45092.22222222222,659.1788294358024,914.47,0,0.0,8448695.05687868,0.5,4224347,8448695,0.0
165,5107,West Helena,AR,0.0,14679.0,22396.333333333332,293.9524719479744,932.5039999999999,0,0.0,4314928.335724317,0.5,2157464,4314928,0.0
166,5109,Umpire,AR,1.0,18336.0,39030.27272727273,516.9684744397131,1106.6179999999997,0,0.0009036541968411866,9479133.947326578,0.5,4739566,4739566,5.453752181500873e-05
167,5111,Weiner,AR,0.0,21204.0,34630.27272727273,521.5254335374577,1080.63,0,0.0,11058425.292728255,0.5,5529212,11058425,0.0
